id,phase,repeat,S_mv,D_mv,E,D,I,V,S_real,E_real,BPM,mp3_path
175,3,3,0,2,0.0,0.528125,0.10031467013888888,0.0,0.45,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0175.mp3
176,3,7,0,0,1.0,0.265625,0.01220703125,0.00017835744189205303,0.428125,0.009849237469745201,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0176.mp3
177,3,2,2,1,0.0,0.425,0.05555555555555556,0.0,0.49374999999999997,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0177.mp3
178,3,3,2,0,0.5,0.22812500000000002,0.006564670138888888,3.15010450728615e-05,0.47187500000000004,0.004088449345979651,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0178.mp3
179,3,2,1,1,0.5,0.396875,0.04562717013888889,4.162643495720104e-05,0.471875,0.004771439062424903,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0179.mp3
180,3,2,2,2,0.0,0.509375,0.09120008680555557,0.0,0.453125,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0180.mp3
181,3,5,1,0,0.0,0.265625,0.01220703125,0.0,0.471875,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0181.mp3
182,3,1,1,2,0.5,0.51875,0.095703125,6.670509074548505e-05,0.51875,0.006371832972643877,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0182.mp3
183,3,3,2,2,0.5,0.51875,0.095703125,2.895089908397453e-05,0.509375,0.004143467244869624,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0183.mp3
184,3,5,0,2,1.0,0.5375,0.10503472222222221,0.00027775910861400395,0.4375,0.012997886360256738,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0184.mp3
185,3,2,0,1,0.0,0.44375,0.0627170138888889,0.0,0.434375,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0185.mp3
186,3,4,1,2,1.0,0.509375,0.09120008680555557,0.00025450231303169376,0.5750000000000001,0.011860980686859682,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0186.mp3
187,1,2,1,1,0.0,0.34062499999999996,0.028700086805555556,0.0,0.55,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0187.mp3
188,3,4,0,2,1.0,0.49999999999999994,0.08680555555555557,0.00020862205523338768,0.440625,0.013313671195222926,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0188.mp3
189,3,7,2,0,0.0,0.21875,0.005425347222222221,0.0,0.421875,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0189.mp3
190,3,5,1,1,0.5,0.44375,0.0627170138888889,4.5269229280232004e-05,0.5406249999999999,0.005674130655116913,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0190.mp3
191,3,7,0,0,0.5,0.25625,0.010633680555555558,2.1734398124410137e-05,0.45625000000000004,0.0031527538031551083,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0191.mp3
192,3,7,1,2,0.5,0.490625,0.08251953125,5.413087963709804e-05,0.525,0.007365436499637501,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0192.mp3
193,1,1,0,1,0.0,0.396875,0.04562717013888889,0.0,0.434375,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0193.mp3
194,2,2,1,1,1.0,0.36874999999999997,0.03667534722222222,0.0001630870602744273,0.44375,0.00986284353420112,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0194.mp3
195,3,2,1,0,0.0,0.246875,0.009168836805555554,0.0,0.51875,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0195.mp3
196,1,1,2,1,0.0,0.396875,0.04562717013888889,0.0,0.4625,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0196.mp3
197,3,7,1,1,1.0,0.40625,0.048828125,0.00010483394464029995,0.521875,0.008423517433266576,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0197.mp3
198,3,0,2,2,0.5,0.425,0.05555555555555556,3.7936310789147304e-05,0.4375,0.004608508929980206,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0198.mp3
199,3,5,0,0,0.0,0.2,0.003472222222222222,0.0,0.446875,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0199.mp3
200,3,4,0,1,0.0,0.396875,0.04562717013888889,0.0,0.478125,0.0,90,/Users/viken/Desktop/Ingé Son/AudioLab/17_Projects/Mémoire_EMC/groove_experiment/data/mp3/stim_0200.mp3
